repo,cbo_mean_mean,cbo_mean_median,cbo_mean_std,cbo_sum_mean,cbo_sum_median,cbo_sum_std,wmc_mean_mean,wmc_mean_median,wmc_mean_std,wmc_sum_mean,wmc_sum_median,wmc_sum_std,loc_sum_mean,loc_sum_median,loc_sum_std,loc_mean_mean,loc_mean_median,loc_mean_std,fanout_sum_mean,fanout_sum_median,fanout_sum_std,fanin_sum_mean,fanin_sum_median,fanin_sum_std,loopQty_sum_mean,loopQty_sum_median,loopQty_sum_std,comparisonsQty_sum_mean,comparisonsQty_sum_median,comparisonsQty_sum_std,methodsInvokedQty_sum_mean,methodsInvokedQty_sum_median,methodsInvokedQty_sum_std,methodsInvokedLocalQty_sum_mean,methodsInvokedLocalQty_sum_median,methodsInvokedLocalQty_sum_std,methodsInvokedIndirectLocalQty_sum_mean,methodsInvokedIndirectLocalQty_sum_median,methodsInvokedIndirectLocalQty_sum_std,hasJavaDoc_ratio_mean,hasJavaDoc_ratio_median,hasJavaDoc_ratio_std,stars,releases_count,idade
LSPosed_LSPatch,4.771427001684858,4.771427001684858,2.8417135425452047,1528.0,1528.0,760.8468965567251,6.337548531243133,6.337548531243133,6.0415776280410425,1547.0,1547.0,2.8284271247461903,6515.0,6515.0,697.2072862499358,28.025401069518715,28.025401069518715,28.24834871044975,885.5,885.5,355.6747109368334,642.5,642.5,405.1721856198917,89.0,89.0,0.0,313.0,313.0,2.8284271247461903,1014.5,1014.5,1434.719659027505,123.5,123.5,174.65537495307723,192.0,192.0,271.5290039756342,0.3088235294117647,0.3088235294117647,0.4367424236740441,,,
LandGrey_SpringBootVulExploit,2.9966777408637872,2.9966777408637872,2.429064490853456,60.5,60.5,7.7781745930520225,2.7458471760797343,2.7458471760797343,1.9756704417869986,58.0,58.0,0.0,238.0,238.0,28.284271247461902,11.749169435215947,11.749169435215947,9.446100887545208,38.5,38.5,13.435028842544403,22.0,22.0,5.656854249492381,5.0,5.0,0.0,2.0,2.0,0.0,35.0,35.0,49.49747468305833,0.5,0.5,0.7071067811865476,0.5,0.5,0.7071067811865476,0.0,0.0,0.0,,,
LaurieWired_GhidraMCP,10.23728813559322,10.23728813559322,9.563918837065508,128.0,128.0,108.89444430272832,52.36723163841809,52.36723163841809,66.8915025095342,299.0,299.0,0.0,1206.0,1206.0,18.384776310850235,213.27683615819208,213.27683615819208,273.0231166093278,79.0,79.0,42.42640687119285,49.0,49.0,66.46803743153546,27.0,27.0,0.0,104.0,104.0,0.0,262.0,262.0,370.5239533417509,46.5,46.5,65.76093065034893,53.5,53.5,75.66042558696059,0.3305084745762712,0.3305084745762712,0.467409567225006,,,
Meituan-Dianping_Leaf,3.598809523809524,3.598809523809524,2.547267999845825,259.0,259.0,60.81118318204309,3.9,3.9,3.394112549695428,252.0,252.0,0.0,1199.5,1199.5,149.19953083036154,19.56845238095238,19.56845238095238,18.464746720627282,152.0,152.0,18.384776310850235,107.0,107.0,42.42640687119285,14.0,14.0,0.0,10.0,10.0,0.0,162.0,162.0,229.1025971044414,13.5,13.5,19.091883092036785,11.5,11.5,16.263455967290593,0.01785714285714285,0.01785714285714285,0.025253813613805257,,,
Meituan-Dianping_walle,3.1948572650486478,3.1948572650486478,1.9811539827855746,573.0,573.0,199.4041122946064,5.628568373783812,5.628568373783812,4.918372581724798,856.0,856.0,0.0,4000.5,4000.5,894.4900782009826,28.874772800171073,28.874772800171073,28.867579530391964,344.5,344.5,68.58935777509511,228.5,228.5,130.8147545195113,70.0,70.0,0.0,125.0,125.0,0.0,458.5,458.5,648.4169183480641,65.5,65.5,92.63098833543772,78.5,78.5,111.01576464628796,0.17336683417085424,0.17336683417085424,0.2451777281501094,,,
MinecraftForge_MinecraftForge,4.7572961412532955,4.7572961412532955,5.2101910820080715,11423.5,11423.5,3828.9832201251547,4.65118288690069,4.65118288690069,4.332122935993891,12905.5,12905.5,12.020815280171307,52954.5,52954.5,14497.810334667784,21.507581146771003,21.507581146771003,22.980809165095398,8569.5,8569.5,4746.807822105294,2854.0,2854.0,917.8246019801387,653.5,653.5,0.7071067811865476,1708.0,1708.0,11.313708498984761,9804.5,9804.5,13865.65687228701,854.5,854.5,1208.4454890478098,1025.5,1025.5,1450.276008213609,0.11536567347943855,0.11536567347943855,0.16315170006692808,,,
MisterBooo_LeetCodeAnimation,1.625,1.625,2.2980970388562794,6.5,6.5,9.192388155425117,3.75,3.75,1.7677669529663689,20.0,20.0,0.0,73.0,73.0,7.0710678118654755,14.0,14.0,7.7781745930520225,6.0,6.0,8.48528137423857,0.5,0.5,0.7071067811865476,4.0,4.0,0.0,1.0,1.0,0.0,5.5,5.5,7.7781745930520225,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.08838834764831845,,,
MuntashirAkon_AppManager,6.0266937984808795,6.0266937984808795,5.5560494097729585,19410.5,19410.5,5346.4343725514855,10.154721753891435,10.154721753891435,10.798544589217757,27888.0,27888.0,60.81118318204309,114851.5,114851.5,17734.945178939797,45.19848243538668,45.19848243538668,50.83096329268024,12659.0,12659.0,255.9726547895302,6751.5,6751.5,5090.461717761956,1666.5,1666.5,0.7071067811865476,5916.5,5916.5,36.062445840513924,17139.0,17139.0,24238.206245512476,1690.5,1690.5,2390.728027191717,2046.0,2046.0,2893.4809486153526,0.06653700018092995,0.06653700018092995,0.09409752805549222,,,
NLPchina_ansj_seg,6.745939552967766,6.745939552967766,4.342447689933908,2830.5,2830.5,976.5144648186222,7.953783685430274,7.953783685430274,7.078042587148674,2825.0,2825.0,0.0,11652.5,11652.5,675.2869760331529,33.65356438298443,33.65356438298443,31.09662930255078,1719.5,1719.5,473.0544366138003,1111.0,1111.0,503.4600282048218,433.0,433.0,0.0,533.0,533.0,0.0,1680.0,1680.0,2375.8787847867998,162.0,162.0,229.1025971044414,220.0,220.0,311.1269837220809,0.12943632567849686,0.12943632567849686,0.18305060723827116,,,
NLPchina_elasticsearch-sql,7.717734038386212,7.717734038386212,6.993723680002434,5286.5,5286.5,2533.5635969913997,14.999412455934195,14.999412455934195,17.073872904913717,7471.5,7471.5,0.7071067811865476,31523.0,31523.0,1937.4725804511402,65.49417352134743,65.49417352134743,75.91973961903498,3325.5,3325.5,955.3012613830257,1961.0,1961.0,1578.262335608374,584.0,584.0,0.0,1802.0,1802.0,0.0,5669.0,5669.0,8017.176685093076,659.5,659.5,932.6738443850562,701.5,701.5,992.0708140047262,0.0215432824128476,0.0215432824128476,0.030466802166282853,,,
NanoHttpd_nanohttpd,4.535539215686274,4.535539215686274,3.072794909420952,1326.5,1326.5,509.8239892355008,5.332457983193278,5.332457983193278,5.009910965444604,1278.0,1278.0,0.0,6423.5,6423.5,965.2007563196373,28.69391923436041,28.69391923436041,29.20818119323494,763.0,763.0,195.16147160748713,563.5,563.5,314.66251762801363,97.0,97.0,0.0,175.0,175.0,0.0,1129.0,1129.0,1596.6471119192242,96.5,96.5,136.47160876900367,96.5,96.5,136.47160876900367,0.04551820728291315,0.04551820728291315,0.06437246607440557,,,
Nepxion_Discovery,4.181884570512132,4.181884570512132,3.509993256555092,5800.5,5800.5,465.98336880193483,4.650514807166024,4.650514807166024,4.137439981429045,6220.0,6220.0,0.0,23930.5,23930.5,2636.8011870446358,18.769123459817614,18.769123459817614,17.88962868802119,3641.5,3641.5,389.6158364337877,2159.0,2159.0,855.5992052357225,312.0,312.0,0.0,590.0,590.0,0.0,3451.5,3451.5,4881.158110530738,438.0,438.0,619.4255403194156,467.5,467.5,661.1448404094219,0.00027731558513585,0.00027731558513585,0.00039218346155654976,,,
Netflix_SimianArmy,6.833159843023742,6.833159843023742,3.639333693996255,5198.0,5198.0,3293.7033867669384,6.124478833254474,6.124478833254474,6.111414741120576,3186.0,3186.0,0.0,15173.5,15173.5,1248.0434687942563,30.365171124532644,30.365171124532644,31.505074507848388,2850.5,2850.5,1509.672977833279,2347.5,2347.5,1784.0304089336594,338.0,338.0,0.0,468.0,468.0,0.0,3562.5,3562.5,5038.135815954151,369.5,369.5,522.5519112968586,349.5,349.5,494.26764004939673,0.2116581777023203,0.2116581777023203,0.299329865493796,,,
Nightonke_BoomMenu,5.470841643398484,5.470841643398484,3.896505289483812,1509.0,1509.0,796.2022356160525,9.385879537295573,9.385879537295573,9.796489194094981,1876.0,1876.0,0.0,7229.0,7229.0,680.2367235014588,37.94375747905863,37.94375747905863,41.15321979090722,931.0,931.0,400.2224381515859,578.0,578.0,395.9797974644666,114.0,114.0,0.0,338.0,338.0,0.0,853.5,853.5,1207.0312754854367,134.5,134.5,190.21172413918129,148.5,148.5,210.0107140124046,0.1343381389252949,0.1343381389252949,0.18998281801211303,,,
PhilJay_MPAndroidChart,9.293527844457092,9.293527844457092,8.181089026447568,6477.0,6477.0,2634.679866701076,9.203237177636444,9.203237177636444,10.046505780819352,4990.0,4990.0,0.0,20127.0,20127.0,1391.5861453751256,38.52181238502973,38.52181238502973,43.08880144279584,3935.5,3935.5,1738.7755749377204,2541.5,2541.5,895.9042917633557,374.0,374.0,0.0,772.0,772.0,0.0,3596.0,3596.0,5085.51197029365,172.0,172.0,243.24473272817235,157.0,157.0,222.03152929257593,0.22318047959612955,0.22318047959612955,0.31562486110177823,,,
PojavLauncherTeam_PojavLauncher,5.38989969538857,5.38989969538857,4.619976514777663,4439.5,4439.5,1356.9379130969846,8.200449287185778,8.200449287185778,8.444541422497954,5683.0,5683.0,19.79898987322333,24749.0,24749.0,3394.1125496954282,38.161632361198336,38.161632361198336,41.53996863127134,2672.5,2672.5,280.72139213105936,1767.0,1767.0,1076.2165209659254,221.5,221.5,0.7071067811865476,1050.0,1050.0,7.0710678118654755,3750.0,3750.0,5303.300858899106,619.5,619.5,876.1053018901324,550.5,550.5,778.5245660863889,0.0717656311443177,0.0717656311443177,0.10149192887655906,,,
PowerJob_PowerJob,4.647857798960695,4.647857798960695,4.317317460274149,4551.5,4551.5,1785.4446224960325,4.0405450889960886,4.0405450889960886,2.651207355044169,4466.0,4466.0,0.0,22143.5,22143.5,3592.809555208848,21.1004146299163,21.1004146299163,16.395861860819046,3051.5,3051.5,1758.5745648109437,1500.0,1500.0,26.870057685088806,203.0,203.0,0.0,705.0,705.0,0.0,5141.0,5141.0,7270.4719241600815,271.5,271.5,383.9589821842953,281.5,281.5,398.10111780802623,0.11711930164888455,0.11711930164888455,0.16563170480751813,,,
Qihoo360_RePlugin,4.9723481781376515,4.9723481781376515,3.5932475606239147,4874.0,4874.0,2047.7812383162416,9.1903677462888,9.1903677462888,9.121653620802377,7128.5,7128.5,4.949747468305833,28150.0,28150.0,3005.203820042827,38.201079622132255,38.201079622132255,39.86875106785244,2934.5,2934.5,808.2230508962239,1939.5,1939.5,1239.5581874200177,285.0,285.0,0.0,1318.0,1318.0,0.0,3493.0,3493.0,4939.847973369221,424.5,424.5,600.3336572273788,512.5,512.5,724.7844507162113,0.1971153846153846,0.1971153846153846,0.27876325027546583,,,
ReactiveX_RxJava,3.3897077153475976,3.3897077153475976,0.6576696620958647,83528.0,83528.0,69043.32032861687,2.747765387606073,2.747765387606073,1.889741608935707,48464.0,48464.0,1.4142135623730951,327020.5,327020.5,61510.511788636584,19.74008780714078,19.74008780714078,16.238296145423636,78237.0,78237.0,69256.8665765352,5291.0,5291.0,213.54624791833734,2562.0,2562.0,0.0,4686.0,4686.0,1.4142135623730951,59242.0,59242.0,83780.83986210689,640.0,640.0,905.0966799187809,642.5,642.5,908.6322138247135,0.0397273839342925,0.0397273839342925,0.05618300515747946,,,
SeleniumHQ_selenium,4.796243920696498,4.796243920696498,4.408971657681841,16071.5,16071.5,1810.9004666187482,4.886988011761788,4.886988011761788,4.798201437117718,15460.0,15460.0,21.213203435596427,81266.0,81266.0,10245.977259393074,27.259096019001802,27.259096019001802,28.42330874999513,10501.5,10501.5,282.13560569343247,5570.0,5570.0,2093.0360723121807,467.0,467.0,1.4142135623730951,1279.0,1279.0,8.48528137423857,22764.0,22764.0,32193.157533861136,1249.0,1249.0,1766.3527394039957,1246.5,1246.5,1762.817205498063,0.0432910902582954,0.0432910902582954,0.06122284697319914,,,
Stirling-Tools_Stirling-PDF,6.072283272283272,6.072283272283272,5.557047724577649,5603.0,5603.0,350.72496346852756,7.2357968828557055,7.2357968828557055,6.350807209208891,6860.0,6860.0,0.0,33013.0,33013.0,3505.8354211229025,36.44428643252172,36.44428643252172,34.26045355824772,3769.5,3769.5,1413.5064555919084,1833.5,1833.5,1062.781492123381,493.0,493.0,0.0,1225.0,1225.0,0.0,7832.0,7832.0,11076.12062050608,459.0,459.0,649.1240251292506,603.0,603.0,852.7707781109763,0.0674269707883153,0.0674269707883153,0.09535613655857,,,
Suwayomi_Suwayomi-Server,4.351443854352007,4.351443854352007,4.539386045861019,5279.0,5279.0,3102.7845558465706,13.946962446756888,13.946962446756888,17.409521195317005,10713.0,10713.0,0.0,36587.5,36587.5,6233.146276159417,52.696960200212075,52.696960200212075,67.57251132011565,3143.5,3143.5,1242.386614544764,2135.5,2135.5,1860.3979413018064,317.0,317.0,0.0,1736.0,1736.0,0.0,3071.0,3071.0,4343.049850047775,759.0,759.0,1073.3880938411792,915.5,915.5,1294.7125163525686,0.17537427436602504,0.17537427436602504,0.24801667729977284,,,
TeamAmaze_AmazeFileManager,6.137286881709279,6.137286881709279,4.907231392642035,5379.5,5379.5,1588.8689373261723,8.985914332326574,8.985914332326574,8.805282949596892,6733.5,6733.5,7.7781745930520225,29467.5,29467.5,3370.778025916272,41.50376284450304,41.50376284450304,42.98453618144289,3377.0,3377.0,199.4041122946064,2002.5,2002.5,1389.4648250315659,328.0,328.0,0.0,1503.5,1503.5,4.949747468305833,5273.0,5273.0,7457.148114393331,565.5,565.5,799.7377695219852,642.0,642.0,907.9251070435271,0.0957752255947498,0.0957752255947498,0.13544662297543794,,,
TeamNewPipe_NewPipe,6.386659613633535,6.386659613633535,5.94987511588668,7646.0,7646.0,2033.6391026925107,9.621974347048535,9.621974347048535,10.257930580074984,9880.5,9880.5,12.020815280171307,38379.5,38379.5,4506.391516501867,39.68767932828048,39.68767932828048,44.18577521435372,4763.5,4763.5,40.30508652763321,2882.5,2882.5,2073.944189220144,286.0,286.0,0.0,2093.0,2093.0,5.656854249492381,7487.5,7487.5,10588.924048268549,941.0,941.0,1330.7749621930825,1076.5,1076.5,1522.4008998946367,0.05566218809980805,0.05566218809980805,0.07871822132211084,,,
Tencent_Shadow,4.060016422279559,4.060016422279559,2.932392660003977,4716.0,4716.0,823.0722933011414,4.130436125009596,4.130436125009596,3.4853567101550142,4444.0,4444.0,1.4142135623730951,19687.5,19687.5,3136.0185745623385,19.525215598050245,19.525215598050245,18.34911607010423,3114.5,3114.5,371.23106012293744,1601.5,1601.5,451.8412331782039,133.0,133.0,0.0,752.0,752.0,0.0,2810.5,2810.5,3974.6472170495836,372.5,372.5,526.794551983978,366.0,366.0,517.6021638285528,0.0378702662167229,0.0378702662167229,0.053556644094369166,,,
TheAlgorithms_Java,1.635301682563498,1.635301682563498,1.402816192328035,4121.0,4121.0,236.17366491630688,4.990783410138248,4.990783410138248,4.4577054224110455,12255.0,12255.0,0.0,53887.0,53887.0,5283.501869025883,22.906119386989605,22.906119386989605,21.752850719937403,2715.5,2715.5,532.4514062334703,1405.5,1405.5,768.6250711497771,1883.0,1883.0,0.0,1887.0,1887.0,0.0,7705.5,7705.5,10897.222604865883,708.0,708.0,1001.2632021601513,626.5,626.5,886.004796826744,0.150112528132033,0.150112528132033,0.2122911731664338,,,
TommyLemon_Android-ZBLibrary,8.07412162757891,8.07412162757891,0.2115569100342889,8299.5,8299.5,8173.447283735303,6.284543437371422,6.284543437371422,6.103866641193371,3370.5,3370.5,0.7071067811865476,13665.5,13665.5,1501.1876964590404,26.836735143713632,26.836735143713632,27.541223092676866,6985.5,6985.5,7460.683648299263,1314.0,1314.0,712.7636354360399,115.0,115.0,0.0,761.5,761.5,0.7071067811865476,2041.0,2041.0,2886.409880803487,336.0,336.0,475.1757569573599,359.0,359.0,507.70266889194113,0.20677570093457945,0.20677570093457945,0.29242500063088533,,,
Vedenin_useful-java-links,1.9671940452407037,1.9671940452407037,1.0250519202608954,720.5,720.5,17.67766952966369,1.978990784301089,1.978990784301089,1.0728956664468694,720.0,720.0,0.0,5139.0,5139.0,1170.9688296449226,14.997496294386803,14.997496294386803,10.876315767279996,502.0,502.0,154.14927829866735,218.5,218.5,171.82694782833104,68.0,68.0,0.0,41.0,41.0,0.0,1095.0,1095.0,1548.563850798539,104.0,104.0,147.07821048680188,53.0,53.0,74.95331880577403,0.023728813559322,0.023728813559322,0.033557609954615764,,,
WeiYe-Jing_datax-web,4.996260535222882,4.996260535222882,3.9579483900137933,2681.5,2681.5,297.6919548795365,6.435359995397581,6.435359995397581,5.56758873904487,3288.0,3288.0,0.0,12990.5,12990.5,1146.2200923033936,26.395798375729917,26.395798375729917,24.240298188106017,1620.0,1620.0,60.81118318204309,1061.5,1061.5,236.88077169749343,171.0,171.0,0.0,751.0,751.0,0.0,2141.5,2141.5,3028.538343821983,146.5,146.5,207.18228688765842,146.5,146.5,207.18228688765842,0.09764437689969604,0.09764437689969604,0.1380900021010203,,,
YunaiV_ruoyi-vue-pro,5.680035855018389,5.680035855018389,6.044829332327354,27020.5,27020.5,14550.136236475588,3.1768211689993944,3.1768211689993944,2.3410268946586563,18110.5,18110.5,0.7071067811865476,81499.5,81499.5,16890.659682203062,15.387499472120378,15.387499472120378,13.497156126710916,19228.5,19228.5,14577.006294160677,7792.0,7792.0,26.870057685088806,252.0,252.0,0.0,2221.0,2221.0,0.0,25658.0,25658.0,36285.89158336887,1468.0,1468.0,2076.0655095637035,1218.5,1218.5,1723.2192257516162,0.1358060993026968,0.1358060993026968,0.19205882748686112,,,
ZCShou_GoGoGo,4.962916666666667,4.962916666666667,4.854877308496637,354.5,354.5,68.58935777509511,6.445416666666667,6.445416666666667,5.586732827024714,499.0,499.0,0.0,3623.5,3623.5,267.9934700697015,48.30375,48.30375,44.029771497533346,256.0,256.0,130.10764773832474,98.5,98.5,61.518289963229634,9.0,9.0,0.0,121.0,121.0,0.0,604.0,604.0,854.1849916733494,38.5,38.5,54.44722215136416,29.5,29.5,41.71930009000631,0.04,0.04,0.0565685424949238,,,
ZHENFENG13_spring-boot-projects,3.6149589466116767,3.6149589466116767,3.0425336749919563,670.0,670.0,74.95331880577403,3.9738450187294263,3.9738450187294263,3.6187819573028976,699.0,699.0,0.0,2427.5,2427.5,252.43712088359746,14.45388588293163,14.45388588293163,14.002488121199521,419.0,419.0,70.71067811865476,251.0,251.0,145.6639969244288,4.0,4.0,0.0,62.0,62.0,0.0,348.5,348.5,492.8534264870236,4.0,4.0,5.656854249492381,5.0,5.0,7.0710678118654755,0.09615384615384615,0.09615384615384615,0.13598207330510528,,,
ZhongFuCheng3y_austin,5.0227317424937725,5.0227317424937725,4.710344493909745,1898.5,1898.5,1426.2343776532664,2.6929330011800183,2.6929330011800183,0.7756202086543404,1128.0,1128.0,0.0,5409.5,5409.5,1595.9400051380378,13.463069795900529,13.463069795900529,7.5296782149426305,1328.0,1328.0,1187.9393923933999,570.5,570.5,238.2949852598665,91.0,91.0,0.0,48.0,48.0,0.0,1698.0,1698.0,2401.3346289095152,58.5,58.5,82.73149339882606,54.0,54.0,76.36753236814714,0.282319391634981,0.282319391634981,0.39925991257111143,,,
aa112901_remusic,5.317822502963019,5.317822502963019,2.0726847609074888,10568.5,10568.5,6839.843894417474,5.840773211054242,5.840773211054242,5.378273653114597,8149.0,8149.0,0.0,41796.0,41796.0,8471.13923861484,32.75260886227474,32.75260886227474,33.65668532796536,8472.0,8472.0,5778.476615856466,2096.5,2096.5,1061.3672785610079,383.0,383.0,0.0,1746.0,1746.0,0.0,5443.5,5443.5,7698.271526777943,505.0,505.0,714.177848998413,1044.5,1044.5,1477.1460658986978,0.0343835958989747,0.0343835958989747,0.048625747643485956,,,
abel533_Mapper,5.143998870043197,5.143998870043197,3.131181585985633,4946.0,4946.0,2228.8005742999976,4.517614378700315,4.517614378700315,4.208466786254728,3432.0,3432.0,0.0,17312.0,17312.0,2534.2707037725863,24.34196887125947,24.34196887125947,24.564637172064057,2960.5,2960.5,969.4433970067566,1985.5,1985.5,1259.3571772932412,158.0,158.0,0.0,353.0,353.0,0.0,3261.5,3261.5,4612.45753367985,226.0,226.0,319.6122650963195,208.5,208.5,294.8635277547903,0.12780772686433065,0.12780772686433065,0.18074742070761254,,,
aeron-io_aeron,6.728589420568168,6.728589420568168,4.895744641810659,24752.0,24752.0,16082.436631306837,8.9466661418427,8.9466661418427,9.968457887776507,20994.5,20994.5,10.606601717798213,111549.0,111549.0,15870.304596950873,51.28849342737187,51.28849342737187,59.70200905472206,14401.0,14401.0,6082.532531766682,10351.0,10351.0,9999.904099540156,1904.0,1904.0,0.0,3730.5,3730.5,6.363961030678928,25453.5,25453.5,35996.68490986357,2138.0,2138.0,3023.588596353677,2238.5,2238.5,3165.7170593721735,0.19736842105263155,0.19736842105263155,0.27912109783679506,,,
airbnb_lottie-android,7.133303183202289,7.133303183202289,5.642095108041602,4429.0,4429.0,1654.6298679765212,8.77079448789172,8.77079448789172,8.905960267000218,4410.0,4410.0,7.0710678118654755,16652.5,16652.5,1750.089283436705,34.85663516872256,34.85663516872256,37.05435445708269,2529.0,2529.0,718.4204896855323,1900.0,1900.0,936.2093782909889,249.0,249.0,0.0,1239.0,1239.0,2.8284271247461903,2242.5,2242.5,3171.3739136216655,322.5,322.5,456.08387386532314,391.0,391.0,552.9575028878802,0.0991016282987086,0.0991016282987086,0.14015086679329103,,,
alibaba_arthas,4.338596219599932,4.338596219599932,3.6345532162280345,8298.0,8298.0,2433.8615408440965,6.719351557922375,6.719351557922375,6.768285455963339,10953.0,10953.0,0.0,44327.0,44327.0,4918.634769933625,28.713052003678786,28.713052003678786,30.40882183974177,5151.0,5151.0,922.067242667258,3147.0,3147.0,1511.7942981768385,742.0,742.0,0.0,1871.0,1871.0,0.0,6454.0,6454.0,9127.334331555956,670.0,670.0,947.5230867899737,658.5,658.5,931.2596308226831,0.07758164165931156,0.07758164165931156,0.10971700982576792,,,
alibaba_atlas,5.214797831978922,5.214797831978922,3.677814849172782,25743.5,25743.5,12157.28688894031,7.954145545042008,7.954145545042008,8.029306869344747,29906.5,29906.5,2.1213203435596424,134878.5,134878.5,32011.431091096194,40.16887918634256,40.16887918634256,44.72336239680276,17126.5,17126.5,7044.904860961573,8617.0,8617.0,5112.382027978739,2442.0,2442.0,0.0,5502.0,5502.0,0.0,17405.0,17405.0,24614.38705310372,1895.5,1895.5,2680.641807478202,1872.0,1872.0,2647.407788762434,0.22289890377588306,0.22289890377588306,0.3152266527579493,,,
alibaba_easyexcel,5.625656196213425,5.625656196213425,5.3958119676855825,4747.0,4747.0,763.6753236814714,4.75776678141136,4.75776678141136,4.115489256887848,4294.0,4294.0,0.0,19023.0,19023.0,2152.4330419318508,22.10902538726334,22.10902538726334,20.61707651604404,3095.0,3095.0,653.36666581637,1652.0,1652.0,110.30865786510141,230.0,230.0,0.0,922.0,922.0,0.0,3746.0,3746.0,5297.644004649614,328.0,328.0,463.86204845837517,404.0,404.0,571.3422791987304,0.10327022375215145,0.10327022375215145,0.14604615101959673,,,
alibaba_freeline,4.076450034940601,4.076450034940601,1.756550094872075,1035.0,1035.0,448.3056992722711,4.846960167714885,4.846960167714885,3.83053233246549,1020.0,1020.0,0.0,4870.5,4870.5,688.0148980945107,24.436128581411605,24.436128581411605,21.56018483444283,711.5,711.5,292.03510063004416,323.5,323.5,156.27059864222701,54.0,54.0,0.0,182.0,182.0,0.0,782.0,782.0,1105.9150057757604,82.5,82.5,116.67261889578035,120.5,120.5,170.41273426595797,0.0670859538784067,0.0670859538784067,0.09487386581957868,,,
alibaba_jetcache,6.353515391202659,6.353515391202659,4.538585915511075,5195.0,5195.0,1315.2186130069783,4.345422694082007,4.345422694082007,3.8556074660561155,3154.0,3154.0,0.0,16380.0,16380.0,2320.724455854249,23.98602568116316,23.98602568116316,23.22110938845255,3245.0,3245.0,791.9595949289333,1950.0,1950.0,523.2590180780452,123.0,123.0,0.0,499.0,499.0,0.0,2921.5,2921.5,4131.624922472997,157.0,157.0,222.03152929257593,170.5,170.5,241.1234123846127,0.01026694045174535,0.01026694045174535,0.014519646430935226,,,
alibaba_jvm-sandbox,4.602428220185724,4.602428220185724,1.5278179042366178,4224.5,4224.5,2478.409268058849,4.040487946951687,4.040487946951687,3.382368865252501,2798.0,2798.0,0.0,12717.5,12717.5,2389.313813629344,19.809033520953136,19.809033520953136,18.823899109829593,2640.5,2640.5,1591.6973644509185,1584.0,1584.0,886.7119036079306,172.0,172.0,0.0,267.0,267.0,0.0,2055.5,2055.5,2906.915977457897,203.0,203.0,287.0853531617383,212.5,212.5,300.5203820042827,0.1535061873895109,0.1535061873895109,0.2170905321144321,,,
alibaba_nacos,5.010807074715596,5.010807074715596,3.69852445074301,41877.0,41877.0,15932.529993695289,4.881583633266258,4.881583633266258,4.788146368295003,33184.5,33184.5,0.7071067811865476,171884.0,171884.0,19364.82630957479,26.68164827584162,26.68164827584162,27.648989822581424,26553.0,26553.0,5402.295808265223,15324.0,15324.0,10530.234185430065,1296.0,1296.0,0.0,2946.0,2946.0,0.0,42107.5,42107.5,59548.9975776251,2162.5,2162.5,3058.236828631818,2362.0,2362.0,3340.3724343252507,0.1009285971871619,0.1009285971871619,0.14273459097337537,,,
alibaba_otter,4.615121311875153,4.615121311875153,2.6066954390752874,13658.0,13658.0,7478.361317828927,5.725927054828543,5.725927054828543,5.5163042680804795,12476.0,12476.0,0.0,59832.5,59832.5,11781.106081349068,30.064973820748325,30.064973820748325,31.86213763761838,9968.5,9968.5,5947.475136560051,3689.5,3689.5,1530.8861812688754,860.0,860.0,0.0,1812.0,1812.0,0.0,8300.5,8300.5,11738.679674477875,657.5,657.5,929.84541726031,742.5,742.5,1050.053570062023,0.0885149963423555,0.0885149963423555,0.12517910830076406,,,
alibaba_spring-ai-alibaba,5.025388128804943,5.025388128804943,4.18681171393712,30787.0,30787.0,7467.047609329942,5.730276072252752,5.730276072252752,5.600400041880028,30935.5,30935.5,21.920310216782973,140695.5,140695.5,23113.19935664468,28.143064420360226,28.143064420360226,29.732158607954453,20455.5,20455.5,1600.1826458251571,10331.5,10331.5,5866.864963504785,1179.0,1179.0,0.0,4462.0,4462.0,8.48528137423857,29418.5,29418.5,41604.0416846729,1695.0,1695.0,2397.091988222396,1665.0,1665.0,2354.6655813512034,0.12257399667945265,0.12257399667945265,0.17334580849835665,,,
alibaba_transmittable-thread-local,4.980695443645083,4.980695443645083,4.552784165006622,1370.0,1370.0,140.0071426749364,6.158776204842577,6.158776204842577,5.97974829523727,1610.0,1610.0,0.0,6026.0,6026.0,1281.277487510024,25.430834687089035,25.430834687089035,27.282648775762116,863.5,863.5,3.5355339059327378,506.5,506.5,143.54267658086914,113.0,113.0,0.0,277.0,277.0,0.0,937.5,937.5,1325.8252147247765,102.0,102.0,144.2497833620557,109.5,109.5,154.8563850798539,0.2182254196642686,0.2182254196642686,0.30861734814376895,,,
alipay_SoloPi,15.438236134308347,15.438236134308347,12.407289963517592,53520.5,53520.5,64661.37960560384,5.380335103621271,5.380335103621271,4.230562975444581,9793.5,9793.5,2.1213203435596424,51644.0,51644.0,6622.762112593204,29.799715899020605,29.799715899020605,25.940946447910267,49766.0,49766.0,62915.53296285425,3754.5,3754.5,1745.8466427495857,558.0,558.0,0.0,2424.0,2424.0,0.0,6640.0,6640.0,9390.37805415735,441.5,441.5,624.3752877877215,521.0,521.0,736.8052659963826,0.12722615272017565,0.12722615272017565,0.17992495066542305,,,
